iso3,country,year,education_classification,labor force (thousands)
ROU,Romania,2001,Education (Aggregate levels): Basic,3807.3332
ROU,Romania,2001,Education (Aggregate levels): Intermediate,6521.7119
ROU,Romania,2001,Education (Aggregate levels): Advanced,1052.1971
ROU,Romania,2002,Education (Aggregate levels): Total,10629.6328
ROU,Romania,2002,Education (Aggregate levels): Less than basic,137.5328
ROU,Romania,2002,Education (Aggregate levels): Basic,3151.9553
ROU,Romania,2002,Education (Aggregate levels): Intermediate,6278.5672
ROU,Romania,2002,Education (Aggregate levels): Advanced,1061.5775
ROU,Romania,2003,Education (Aggregate levels): Total,10067.5402
ROU,Romania,2003,Education (Aggregate levels): Less than basic,107.1776
ROU,Romania,2003,Education (Aggregate levels): Basic,2993.0318
ROU,Romania,2003,Education (Aggregate levels): Intermediate,5955.8203
ROU,Romania,2003,Education (Aggregate levels): Advanced,1011.5105
ROU,Romania,2004,Education (Aggregate levels): Total,10059.4261
ROU,Romania,2004,Education (Aggregate levels): Less than basic,114.3151
ROU,Romania,2004,Education (Aggregate levels): Basic,2681.5877
ROU,Romania,2004,Education (Aggregate levels): Intermediate,6126.8872
ROU,Romania,2004,Education (Aggregate levels): Advanced,1136.6361
ROU,Romania,2005,Education (Aggregate levels): Total,9819.043
ROU,Romania,2005,Education (Aggregate levels): Less than basic,95.273
ROU,Romania,2005,Education (Aggregate levels): Basic,2483.0592
ROU,Romania,2005,Education (Aggregate levels): Intermediate,6044.3399
ROU,Romania,2005,Education (Aggregate levels): Advanced,1196.3708
ROU,Romania,2006,Education (Aggregate levels): Total,10019.5741
ROU,Romania,2006,Education (Aggregate levels): Less than basic,78.3746
ROU,Romania,2006,Education (Aggregate levels): Basic,2420.6514
ROU,Romania,2006,Education (Aggregate levels): Intermediate,6219.0266
ROU,Romania,2006,Education (Aggregate levels): Advanced,1301.5215
ROU,Romania,2007,Education (Aggregate levels): Total,9994.2703
ROU,Romania,2007,Education (Aggregate levels): Less than basic,82.088
ROU,Romania,2007,Education (Aggregate levels): Basic,2420.4707
ROU,Romania,2007,Education (Aggregate levels): Intermediate,6162.5705
ROU,Romania,2007,Education (Aggregate levels): Advanced,1329.1411
ROU,Romania,2008,Education (Aggregate levels): Total,9944.669
ROU,Romania,2008,Education (Aggregate levels): Less than basic,80.9575
ROU,Romania,2008,Education (Aggregate levels): Basic,2391.63
ROU,Romania,2008,Education (Aggregate levels): Intermediate,6047.3404
ROU,Romania,2008,Education (Aggregate levels): Advanced,1424.7412
ROU,Romania,2009,Education (Aggregate levels): Total,9924.141
ROU,Romania,2009,Education (Aggregate levels): Less than basic,60.1554
ROU,Romania,2009,Education (Aggregate levels): Basic,2424.5893
ROU,Romania,2009,Education (Aggregate levels): Intermediate,5946.4742
ROU,Romania,2009,Education (Aggregate levels): Advanced,1492.9222
ROU,Romania,2010,Education (Aggregate levels): Total,9364.5259
ROU,Romania,2010,Education (Aggregate levels): Less than basic,51.2156
ROU,Romania,2010,Education (Aggregate levels): Basic,2314.5389
ROU,Romania,2010,Education (Aggregate levels): Intermediate,5555.2268
ROU,Romania,2010,Education (Aggregate levels): Advanced,1443.5445
ROU,Romania,2011,Education (Aggregate levels): Total,9187.5759
ROU,Romania,2011,Education (Aggregate levels): Less than basic,36.6029
ROU,Romania,2011,Education (Aggregate levels): Basic,2144.7234
ROU,Romania,2011,Education (Aggregate levels): Intermediate,5457.0775
ROU,Romania,2011,Education (Aggregate levels): Advanced,1549.1721
ROU,Romania,2012,Education (Aggregate levels): Total,9232.2601
ROU,Romania,2012,Education (Aggregate levels): Less than basic,32.5794
ROU,Romania,2012,Education (Aggregate levels): Basic,2116.2301
ROU,Romania,2012,Education (Aggregate levels): Intermediate,5473.9731
ROU,Romania,2012,Education (Aggregate levels): Advanced,1609.4776
ROU,Romania,2013,Education (Aggregate levels): Total,9202.1178
ROU,Romania,2013,Education (Aggregate levels): Less than basic,34.6564
ROU,Romania,2013,Education (Aggregate levels): Basic,2078.849
ROU,Romania,2013,Education (Aggregate levels): Intermediate,5439.1292
ROU,Romania,2013,Education (Aggregate levels): Advanced,1649.4832
ROU,Romania,2014,Education (Aggregate levels): Total,9242.4231
ROU,Romania,2014,Education (Aggregate levels): Less than basic,31.3075
ROU,Romania,2014,Education (Aggregate levels): Basic,2301.2638
ROU,Romania,2014,Education (Aggregate levels): Intermediate,5222.9238
ROU,Romania,2014,Education (Aggregate levels): Advanced,1686.928
ROU,Romania,2015,Education (Aggregate levels): Total,9159.2966
ROU,Romania,2015,Education (Aggregate levels): Less than basic,36.7394
ROU,Romania,2015,Education (Aggregate levels): Basic,2047.0604
ROU,Romania,2015,Education (Aggregate levels): Intermediate,5277.2254
ROU,Romania,2015,Education (Aggregate levels): Advanced,1798.2714
ROU,Romania,2016,Education (Aggregate levels): Total,8978.6448
ROU,Romania,2016,Education (Aggregate levels): Less than basic,30.607
ROU,Romania,2016,Education (Aggregate levels): Basic,1841.3817
ROU,Romania,2016,Education (Aggregate levels): Intermediate,5314.7436
ROU,Romania,2016,Education (Aggregate levels): Advanced,1791.9126
ROU,Romania,2017,Education (Aggregate levels): Total,9119.8858
ROU,Romania,2017,Education (Aggregate levels): Less than basic,32.0403
ROU,Romania,2017,Education (Aggregate levels): Basic,1797.8737
ROU,Romania,2017,Education (Aggregate levels): Intermediate,5467.7699
ROU,Romania,2017,Education (Aggregate levels): Advanced,1822.202
ROU,Romania,2018,Education (Aggregate levels): Total,9068.2173
ROU,Romania,2018,Education (Aggregate levels): Less than basic,37.6935
ROU,Romania,2018,Education (Aggregate levels): Basic,1714.704
ROU,Romania,2018,Education (Aggregate levels): Intermediate,5494.7443
ROU,Romania,2018,Education (Aggregate levels): Advanced,1821.0755
ROU,Romania,1995,Education (Aggregate levels): Total,12120.197
ROU,Romania,1995,Education (Aggregate levels): Less than basic,259.603
ROU,Romania,1995,Education (Aggregate levels): Basic,4361.327
ROU,Romania,1995,Education (Aggregate levels): Intermediate,5931.596
ROU,Romania,1995,Education (Aggregate levels): Advanced,1567.671
ROU,Romania,1996,Education (Aggregate levels): Total,11726.402
ROU,Romania,1996,Education (Aggregate levels): Less than basic,214.031
ROU,Romania,1996,Education (Aggregate levels): Basic,3993.731
ROU,Romania,1996,Education (Aggregate levels): Intermediate,6079.456
ROU,Romania,1996,Education (Aggregate levels): Advanced,1439.183
RUS,Russian Federation,1998,Education (Aggregate levels): Total,66736
RUS,Russian Federation,1998,Education (Aggregate levels): Basic,8048
RUS,Russian Federation,1998,Education (Aggregate levels): Intermediate,22631
RUS,Russian Federation,1998,Education (Aggregate levels): Advanced,36058
RUS,Russian Federation,2002,Education (Aggregate levels): Total,71919
RUS,Russian Federation,2002,Education (Aggregate levels): Basic,5774
RUS,Russian Federation,2002,Education (Aggregate levels): Intermediate,48338
RUS,Russian Federation,2002,Education (Aggregate levels): Advanced,17807
RUS,Russian Federation,2003,Education (Aggregate levels): Total,72212
RUS,Russian Federation,2003,Education (Aggregate levels): Basic,6399
RUS,Russian Federation,2003,Education (Aggregate levels): Intermediate,48248
RUS,Russian Federation,2003,Education (Aggregate levels): Advanced,17565
RUS,Russian Federation,2004,Education (Aggregate levels): Total,72909
RUS,Russian Federation,2004,Education (Aggregate levels): Basic,5380
RUS,Russian Federation,2004,Education (Aggregate levels): Intermediate,29965
RUS,Russian Federation,2004,Education (Aggregate levels): Advanced,37565
RUS,Russian Federation,2006,Education (Aggregate levels): Total,74146
RUS,Russian Federation,2006,Education (Aggregate levels): Basic,5460
RUS,Russian Federation,2006,Education (Aggregate levels): Intermediate,30653
RUS,Russian Federation,2006,Education (Aggregate levels): Advanced,38034
RUS,Russian Federation,2007,Education (Aggregate levels): Total,75159
RUS,Russian Federation,2007,Education (Aggregate levels): Basic,4782
RUS,Russian Federation,2007,Education (Aggregate levels): Intermediate,30906
RUS,Russian Federation,2007,Education (Aggregate levels): Advanced,39471
RUS,Russian Federation,2008,Education (Aggregate levels): Total,75756
RUS,Russian Federation,2008,Education (Aggregate levels): Basic,4235
RUS,Russian Federation,2008,Education (Aggregate levels): Intermediate,30616
RUS,Russian Federation,2008,Education (Aggregate levels): Advanced,40906
RUS,Russian Federation,2009,Education (Aggregate levels): Total,75657.686
RUS,Russian Federation,2009,Education (Aggregate levels): Basic,4194.981
RUS,Russian Federation,2009,Education (Aggregate levels): Intermediate,30947.486
RUS,Russian Federation,2009,Education (Aggregate levels): Advanced,40515.219
RUS,Russian Federation,2010,Education (Aggregate levels): Total,75496.8948
RUS,Russian Federation,2010,Education (Aggregate levels): Basic,3617.6737
RUS,Russian Federation,2010,Education (Aggregate levels): Intermediate,34957.4005
RUS,Russian Federation,2010,Education (Aggregate levels): Advanced,36921.8207
RUS,Russian Federation,2011,Education (Aggregate levels): Total,75811.2216
RUS,Russian Federation,2011,Education (Aggregate levels): Basic,3537.0993
RUS,Russian Federation,2011,Education (Aggregate levels): Intermediate,34851.857
RUS,Russian Federation,2011,Education (Aggregate levels): Advanced,37422.2653
RUS,Russian Federation,2012,Education (Aggregate levels): Total,75658.4271
RUS,Russian Federation,2012,Education (Aggregate levels): Basic,3321.4461
RUS,Russian Federation,2012,Education (Aggregate levels): Intermediate,34331.8021
RUS,Russian Federation,2012,Education (Aggregate levels): Advanced,38005.1789
RUS,Russian Federation,2013,Education (Aggregate levels): Total,75512.7484
RUS,Russian Federation,2013,Education (Aggregate levels): Basic,3119.6631
RUS,Russian Federation,2013,Education (Aggregate levels): Intermediate,33231.8386
RUS,Russian Federation,2013,Education (Aggregate levels): Advanced,39161.2466
RUS,Russian Federation,2014,Education (Aggregate levels): Total,75431.4131
RUS,Russian Federation,2014,Education (Aggregate levels): Basic,3048.4029
RUS,Russian Federation,2014,Education (Aggregate levels): Intermediate,33650.347
RUS,Russian Federation,2014,Education (Aggregate levels): Advanced,38732.6632
RUS,Russian Federation,2015,Education (Aggregate levels): Total,76590.3771
RUS,Russian Federation,2015,Education (Aggregate levels): Basic,3054.8446
RUS,Russian Federation,2015,Education (Aggregate levels): Intermediate,34264.786
RUS,Russian Federation,2015,Education (Aggregate levels): Advanced,39270.7465
RUS,Russian Federation,2016,Education (Aggregate levels): Total,76653.681
RUS,Russian Federation,2016,Education (Aggregate levels): Basic,2843.2218
RUS,Russian Federation,2016,Education (Aggregate levels): Intermediate,34343.1283
RUS,Russian Federation,2016,Education (Aggregate levels): Advanced,39467.3308
RUS,Russian Federation,2017,Education (Aggregate levels): Total,76292.5475
RUS,Russian Federation,2017,Education (Aggregate levels): Basic,2983.3234
RUS,Russian Federation,2017,Education (Aggregate levels): Intermediate,34001.2538
RUS,Russian Federation,2017,Education (Aggregate levels): Advanced,39307.9703
RUS,Russian Federation,2018,Education (Aggregate levels): Total,76225.4483
RUS,Russian Federation,2018,Education (Aggregate levels): Basic,2995.3025
RUS,Russian Federation,2018,Education (Aggregate levels): Intermediate,34077.3817
RUS,Russian Federation,2018,Education (Aggregate levels): Advanced,39152.7641
SRB,Serbia,2008,Education (Aggregate levels): Total,3269.8513
SRB,Serbia,2008,Education (Aggregate levels): Less than basic,215.6593
SRB,Serbia,2008,Education (Aggregate levels): Basic,1410.8352
SRB,Serbia,2008,Education (Aggregate levels): Intermediate,1074.36
SRB,Serbia,2008,Education (Aggregate levels): Advanced,568.9967
SRB,Serbia,2009,Education (Aggregate levels): Total,3119.8003
SRB,Serbia,2009,Education (Aggregate levels): Less than basic,193.7986
SRB,Serbia,2009,Education (Aggregate levels): Basic,1322.1755
SRB,Serbia,2009,Education (Aggregate levels): Intermediate,1039.7395
SRB,Serbia,2009,Education (Aggregate levels): Advanced,564.0867
SRB,Serbia,2010,Education (Aggregate levels): Total,2967.487
SRB,Serbia,2010,Education (Aggregate levels): Less than basic,145.613
SRB,Serbia,2010,Education (Aggregate levels): Basic,1209.9806
SRB,Serbia,2010,Education (Aggregate levels): Intermediate,1043.8431
SRB,Serbia,2010,Education (Aggregate levels): Advanced,568.0503
SRB,Serbia,2011,Education (Aggregate levels): Total,2924.9609
SRB,Serbia,2011,Education (Aggregate levels): Less than basic,118.2556
SRB,Serbia,2011,Education (Aggregate levels): Basic,1205.8971
SRB,Serbia,2011,Education (Aggregate levels): Intermediate,1020.9459
SRB,Serbia,2011,Education (Aggregate levels): Advanced,579.8624
SRB,Serbia,2012,Education (Aggregate levels): Total,2931.6049
SRB,Serbia,2012,Education (Aggregate levels): Less than basic,100.8985
SRB,Serbia,2012,Education (Aggregate levels): Basic,1219.908
SRB,Serbia,2012,Education (Aggregate levels): Intermediate,1006.4821
SRB,Serbia,2012,Education (Aggregate levels): Advanced,604.3163
SRB,Serbia,2013,Education (Aggregate levels): Total,2968.3068
SRB,Serbia,2013,Education (Aggregate levels): Less than basic,115.3466
SRB,Serbia,2013,Education (Aggregate levels): Basic,1206.7357
SRB,Serbia,2013,Education (Aggregate levels): Intermediate,1011.3476000000001
SRB,Serbia,2013,Education (Aggregate levels): Advanced,634.877
SRB,Serbia,2014,Education (Aggregate levels): Total,3167.9991
SRB,Serbia,2014,Education (Aggregate levels): Less than basic,52.305
SRB,Serbia,2014,Education (Aggregate levels): Basic,527.9633
SRB,Serbia,2014,Education (Aggregate levels): Intermediate,1870.2762
SRB,Serbia,2014,Education (Aggregate levels): Advanced,717.4547
SRB,Serbia,2015,Education (Aggregate levels): Total,3126.2448
SRB,Serbia,2015,Education (Aggregate levels): Less than basic,15.0027
SRB,Serbia,2015,Education (Aggregate levels): Basic,518.0033
SRB,Serbia,2015,Education (Aggregate levels): Intermediate,1836.0131
SRB,Serbia,2015,Education (Aggregate levels): Advanced,757.2256
SRB,Serbia,2016,Education (Aggregate levels): Total,3209.0156
SRB,Serbia,2016,Education (Aggregate levels): Less than basic,14.7602
SRB,Serbia,2016,Education (Aggregate levels): Basic,557.8385
SRB,Serbia,2016,Education (Aggregate levels): Intermediate,1853.4133
SRB,Serbia,2016,Education (Aggregate levels): Advanced,783.0035
SRB,Serbia,2017,Education (Aggregate levels): Total,3229.96
SRB,Serbia,2017,Education (Aggregate levels): Less than basic,13.5573
SRB,Serbia,2017,Education (Aggregate levels): Basic,549.3565
SRB,Serbia,2017,Education (Aggregate levels): Intermediate,1859.3365
SRB,Serbia,2017,Education (Aggregate levels): Advanced,807.7098
SRB,Serbia,2018,Education (Aggregate levels): Total,3245.0125
SRB,Serbia,2018,Education (Aggregate levels): Less than basic,9.8536
SRB,Serbia,2018,Education (Aggregate levels): Basic,534.0211
SRB,Serbia,2018,Education (Aggregate levels): Intermediate,1867.6379
SRB,Serbia,2018,Education (Aggregate levels): Advanced,833.4998
SVK,Slovakia,1998,Education (Aggregate levels): Total,2506.872
SVK,Slovakia,1998,Education (Aggregate levels): Basic,298.0299
SVK,Slovakia,1998,Education (Aggregate levels): Intermediate,1935.7044
SVK,Slovakia,1998,Education (Aggregate levels): Advanced,273.1377
SVK,Slovakia,1999,Education (Aggregate levels): Total,2532.1188
SVK,Slovakia,1999,Education (Aggregate levels): Basic,264.321
SVK,Slovakia,1999,Education (Aggregate levels): Intermediate,2006.4859
SVK,Slovakia,1999,Education (Aggregate levels): Advanced,261.3119
SVK,Slovakia,2000,Education (Aggregate levels): Total,2574.0754
SVK,Slovakia,2000,Education (Aggregate levels): Basic,241.8554
SVK,Slovakia,2000,Education (Aggregate levels): Intermediate,2059.9921
SVK,Slovakia,2000,Education (Aggregate levels): Advanced,272.2279
SVK,Slovakia,2001,Education (Aggregate levels): Total,2624.5018
SVK,Slovakia,2001,Education (Aggregate levels): Basic,234.0615
SVK,Slovakia,2001,Education (Aggregate levels): Intermediate,2103.36
SVK,Slovakia,2001,Education (Aggregate levels): Advanced,286.798
SVK,Slovakia,2002,Education (Aggregate levels): Total,2597.3709
SVK,Slovakia,2002,Education (Aggregate levels): Basic,225.0198
SVK,Slovakia,2002,Education (Aggregate levels): Intermediate,2083.3012
SVK,Slovakia,2002,Education (Aggregate levels): Advanced,289.0499
SVK,Slovakia,2003,Education (Aggregate levels): Total,2615.172
SVK,Slovakia,2003,Education (Aggregate levels): Basic,222.3787
SVK,Slovakia,2003,Education (Aggregate levels): Intermediate,2073.1383
SVK,Slovakia,2003,Education (Aggregate levels): Advanced,319.655
SVK,Slovakia,2004,Education (Aggregate levels): Total,2639.7781
SVK,Slovakia,2004,Education (Aggregate levels): Basic,233.3358
SVK,Slovakia,2004,Education (Aggregate levels): Intermediate,2061.1076
SVK,Slovakia,2004,Education (Aggregate levels): Advanced,345.1663
SVK,Slovakia,2005,Education (Aggregate levels): Total,2645.2501
SVK,Slovakia,2005,Education (Aggregate levels): Less than basic,0.198
SVK,Slovakia,2005,Education (Aggregate levels): Basic,219.0564
SVK,Slovakia,2005,Education (Aggregate levels): Intermediate,2041.2082
SVK,Slovakia,2005,Education (Aggregate levels): Advanced,384.7876
SVK,Slovakia,2006,Education (Aggregate levels): Total,2657.6859
SVK,Slovakia,2006,Education (Aggregate levels): Less than basic,0.8626
SVK,Slovakia,2006,Education (Aggregate levels): Basic,206.1961
SVK,Slovakia,2006,Education (Aggregate levels): Intermediate,2047.682
SVK,Slovakia,2006,Education (Aggregate levels): Advanced,402.9452
SVK,Slovakia,2007,Education (Aggregate levels): Total,2653.3606
SVK,Slovakia,2007,Education (Aggregate levels): Less than basic,0.2484
SVK,Slovakia,2007,Education (Aggregate levels): Basic,191.8323
SVK,Slovakia,2007,Education (Aggregate levels): Intermediate,2059.0335
SVK,Slovakia,2007,Education (Aggregate levels): Advanced,402.2464
SVK,Slovakia,2008,Education (Aggregate levels): Total,2689.4389
SVK,Slovakia,2008,Education (Aggregate levels): Less than basic,0.2869
SVK,Slovakia,2008,Education (Aggregate levels): Basic,180.867
SVK,Slovakia,2008,Education (Aggregate levels): Intermediate,2086.5259
SVK,Slovakia,2008,Education (Aggregate levels): Advanced,421.759
SVK,Slovakia,2009,Education (Aggregate levels): Total,2689.7789
SVK,Slovakia,2009,Education (Aggregate levels): Basic,158.5977
SVK,Slovakia,2009,Education (Aggregate levels): Intermediate,2084.7775
SVK,Slovakia,2009,Education (Aggregate levels): Advanced,446.3029
SVK,Slovakia,2010,Education (Aggregate levels): Total,2706.6916
SVK,Slovakia,2010,Education (Aggregate levels): Less than basic,0.266
SVK,Slovakia,2010,Education (Aggregate levels): Basic,163.7205
SVK,Slovakia,2010,Education (Aggregate levels): Intermediate,2048.1794
SVK,Slovakia,2010,Education (Aggregate levels): Advanced,494.5257
SVK,Slovakia,2011,Education (Aggregate levels): Total,2680.3023
SVK,Slovakia,2011,Education (Aggregate levels): Less than basic,0.4638
SVK,Slovakia,2011,Education (Aggregate levels): Basic,157.1042
SVK,Slovakia,2011,Education (Aggregate levels): Intermediate,1998.8698
SVK,Slovakia,2011,Education (Aggregate levels): Advanced,523.8645
SVK,Slovakia,2012,Education (Aggregate levels): Total,2706.9398
SVK,Slovakia,2012,Education (Aggregate levels): Less than basic,0.2165
SVK,Slovakia,2012,Education (Aggregate levels): Basic,158.1966
SVK,Slovakia,2012,Education (Aggregate levels): Intermediate,2012.696
SVK,Slovakia,2012,Education (Aggregate levels): Advanced,535.8307
SVK,Slovakia,2013,Education (Aggregate levels): Total,2715.3911
SVK,Slovakia,2013,Education (Aggregate levels): Basic,158.5415
SVK,Slovakia,2013,Education (Aggregate levels): Intermediate,1999.9815
SVK,Slovakia,2013,Education (Aggregate levels): Advanced,556.8681
SVK,Slovakia,2014,Education (Aggregate levels): Total,2721.9103
SVK,Slovakia,2014,Education (Aggregate levels): Less than basic,0.2324
SVK,Slovakia,2014,Education (Aggregate levels): Basic,178.0747
SVK,Slovakia,2014,Education (Aggregate levels): Intermediate,1974.3118
SVK,Slovakia,2014,Education (Aggregate levels): Advanced,569.2914
SVK,Slovakia,2015,Education (Aggregate levels): Total,2738.3872
SVK,Slovakia,2015,Education (Aggregate levels): Less than basic,0.2754
SVK,Slovakia,2015,Education (Aggregate levels): Basic,165.5045
SVK,Slovakia,2015,Education (Aggregate levels): Intermediate,1974.8991
SVK,Slovakia,2015,Education (Aggregate levels): Advanced,597.7083
SVK,Slovakia,2016,Education (Aggregate levels): Total,2758.9106
SVK,Slovakia,2016,Education (Aggregate levels): Basic,158.3612
SVK,Slovakia,2016,Education (Aggregate levels): Intermediate,1976.6707
SVK,Slovakia,2016,Education (Aggregate levels): Advanced,623.798
SVK,Slovakia,2017,Education (Aggregate levels): Total,2754.6565
SVK,Slovakia,2017,Education (Aggregate levels): Basic,172.1176
SVK,Slovakia,2017,Education (Aggregate levels): Intermediate,1928.6306
SVK,Slovakia,2017,Education (Aggregate levels): Advanced,653.7848
SVK,Slovakia,2018,Education (Aggregate levels): Total,2746.2372
SVK,Slovakia,2018,Education (Aggregate levels): Basic,164.514
SVK,Slovakia,2018,Education (Aggregate levels): Intermediate,1892.0548
SVK,Slovakia,2018,Education (Aggregate levels): Advanced,689.383
SVK,Slovakia,1995,Education (Aggregate levels): Total,2480.9
SVK,Slovakia,1995,Education (Aggregate levels): Basic,522.1
SVK,Slovakia,1995,Education (Aggregate levels): Intermediate,932.4
SVK,Slovakia,1995,Education (Aggregate levels): Advanced,1026.4
SVK,Slovakia,1997,Education (Aggregate levels): Total,2473.1
SVK,Slovakia,1997,Education (Aggregate levels): Less than basic,306.6
SVK,Slovakia,1997,Education (Aggregate levels): Basic,169.7
SVK,Slovakia,1997,Education (Aggregate levels): Intermediate,908.8
SVK,Slovakia,1997,Education (Aggregate levels): Advanced,1088.1
SVN,Slovenia,1996,Education (Aggregate levels): Total,933.3
SVN,Slovenia,1996,Education (Aggregate levels): Basic,220.6
SVN,Slovenia,1996,Education (Aggregate levels): Intermediate,580.9
SVN,Slovenia,1996,Education (Aggregate levels): Advanced,131.7
SVN,Slovenia,1997,Education (Aggregate levels): Total,953.8
SVN,Slovenia,1997,Education (Aggregate levels): Basic,234.2
SVN,Slovenia,1997,Education (Aggregate levels): Intermediate,589.6
SVN,Slovenia,1997,Education (Aggregate levels): Advanced,130
SVN,Slovenia,1998,Education (Aggregate levels): Total,976.8393
SVN,Slovenia,1998,Education (Aggregate levels): Basic,228.7076
SVN,Slovenia,1998,Education (Aggregate levels): Intermediate,608.0239
SVN,Slovenia,1998,Education (Aggregate levels): Advanced,140.1079
SVN,Slovenia,1999,Education (Aggregate levels): Total,958.9149
SVN,Slovenia,1999,Education (Aggregate levels): Basic,206.8772
SVN,Slovenia,1999,Education (Aggregate levels): Intermediate,600.2891
SVN,Slovenia,1999,Education (Aggregate levels): Advanced,151.7486
SVN,Slovenia,2000,Education (Aggregate levels): Total,959.9919
SVN,Slovenia,2000,Education (Aggregate levels): Basic,199.1714
SVN,Slovenia,2000,Education (Aggregate levels): Intermediate,603.0585
SVN,Slovenia,2000,Education (Aggregate levels): Advanced,157.762
SVN,Slovenia,2001,Education (Aggregate levels): Total,969.1235
SVN,Slovenia,2001,Education (Aggregate levels): Basic,202.9052
SVN,Slovenia,2001,Education (Aggregate levels): Intermediate,605.1754
SVN,Slovenia,2001,Education (Aggregate levels): Advanced,138.0527
SVN,Slovenia,2001,Education (Aggregate levels): Level not stated,22.9902
SVN,Slovenia,2002,Education (Aggregate levels): Total,980.4437
SVN,Slovenia,2002,Education (Aggregate levels): Basic,190.249
SVN,Slovenia,2002,Education (Aggregate levels): Intermediate,622.9027
SVN,Slovenia,2002,Education (Aggregate levels): Advanced,145.5069
SVN,Slovenia,2002,Education (Aggregate levels): Level not stated,21.7851
SVN,Slovenia,2003,Education (Aggregate levels): Total,958.53510000000006
SVN,Slovenia,2003,Education (Aggregate levels): Less than basic,0.798
SVN,Slovenia,2003,Education (Aggregate levels): Basic,168.3395
SVN,Slovenia,2003,Education (Aggregate levels): Intermediate,608.6431
SVN,Slovenia,2003,Education (Aggregate levels): Advanced,180.7545
SVN,Slovenia,2004,Education (Aggregate levels): Total,1006.2609
SVN,Slovenia,2004,Education (Aggregate levels): Less than basic,1.6253
SVN,Slovenia,2004,Education (Aggregate levels): Basic,174.667
SVN,Slovenia,2004,Education (Aggregate levels): Intermediate,633.2658
SVN,Slovenia,2004,Education (Aggregate levels): Advanced,196.7028
SVN,Slovenia,2005,Education (Aggregate levels): Total,1015.2736
SVN,Slovenia,2005,Education (Aggregate levels): Less than basic,1.043
SVN,Slovenia,2005,Education (Aggregate levels): Basic,170.7984
SVN,Slovenia,2005,Education (Aggregate levels): Intermediate,631.4773
SVN,Slovenia,2005,Education (Aggregate levels): Advanced,211.9548
SVN,Slovenia,2006,Education (Aggregate levels): Total,1022.0207
SVN,Slovenia,2006,Education (Aggregate levels): Less than basic,1.4229
SVN,Slovenia,2006,Education (Aggregate levels): Basic,160.4382
SVN,Slovenia,2006,Education (Aggregate levels): Intermediate,630.1522
SVN,Slovenia,2006,Education (Aggregate levels): Advanced,230.0073
SVN,Slovenia,2007,Education (Aggregate levels): Total,1035.0326
SVN,Slovenia,2007,Education (Aggregate levels): Less than basic,2.758
SVN,Slovenia,2007,Education (Aggregate levels): Basic,161.4641
SVN,Slovenia,2007,Education (Aggregate levels): Intermediate,631.6819
SVN,Slovenia,2007,Education (Aggregate levels): Advanced,239.1286
SVN,Slovenia,2008,Education (Aggregate levels): Total,1041.625
SVN,Slovenia,2008,Education (Aggregate levels): Less than basic,2.4308
SVN,Slovenia,2008,Education (Aggregate levels): Basic,154.7813
SVN,Slovenia,2008,Education (Aggregate levels): Intermediate,638.1367
SVN,Slovenia,2008,Education (Aggregate levels): Advanced,246.2762
SVN,Slovenia,2009,Education (Aggregate levels): Total,1041.6701
SVN,Slovenia,2009,Education (Aggregate levels): Less than basic,2.1939
SVN,Slovenia,2009,Education (Aggregate levels): Basic,146.9148
SVN,Slovenia,2009,Education (Aggregate levels): Intermediate,637.2635
SVN,Slovenia,2009,Education (Aggregate levels): Advanced,255.298
SVN,Slovenia,2010,Education (Aggregate levels): Total,1041.3994
SVN,Slovenia,2010,Education (Aggregate levels): Less than basic,2.081
SVN,Slovenia,2010,Education (Aggregate levels): Basic,146.0183
SVN,Slovenia,2010,Education (Aggregate levels): Intermediate,628.695
SVN,Slovenia,2010,Education (Aggregate levels): Advanced,264.6052
SVN,Slovenia,2011,Education (Aggregate levels): Total,1019.3727
SVN,Slovenia,2011,Education (Aggregate levels): Less than basic,0.5746
SVN,Slovenia,2011,Education (Aggregate levels): Basic,127.5153
SVN,Slovenia,2011,Education (Aggregate levels): Intermediate,612.3814
SVN,Slovenia,2011,Education (Aggregate levels): Advanced,278.9014
SVN,Slovenia,2012,Education (Aggregate levels): Total,1013.3537
SVN,Slovenia,2012,Education (Aggregate levels): Basic,120.173
SVN,Slovenia,2012,Education (Aggregate levels): Intermediate,599.5292
SVN,Slovenia,2012,Education (Aggregate levels): Advanced,293.5593
SVN,Slovenia,2013,Education (Aggregate levels): Total,1007.6958
SVN,Slovenia,2013,Education (Aggregate levels): Less than basic,0.5314
SVN,Slovenia,2013,Education (Aggregate levels): Basic,115.5718
SVN,Slovenia,2013,Education (Aggregate levels): Intermediate,586.7965
SVN,Slovenia,2013,Education (Aggregate levels): Advanced,304.796
SVN,Slovenia,2014,Education (Aggregate levels): Total,1014.8092
SVN,Slovenia,2014,Education (Aggregate levels): Less than basic,0.1647
SVN,Slovenia,2014,Education (Aggregate levels): Basic,122.4515
SVN,Slovenia,2014,Education (Aggregate levels): Intermediate,581.6355
SVN,Slovenia,2014,Education (Aggregate levels): Advanced,310.5574
SVN,Slovenia,2015,Education (Aggregate levels): Total,1007.7638
SVN,Slovenia,2015,Education (Aggregate levels): Less than basic,0.2396
SVN,Slovenia,2015,Education (Aggregate levels): Basic,107.7635
SVN,Slovenia,2015,Education (Aggregate levels): Intermediate,572.7579
SVN,Slovenia,2015,Education (Aggregate levels): Advanced,327.0029
SVN,Slovenia,2016,Education (Aggregate levels): Total,994.5745
