iso3,country,year,education_classification,unemployment (thousands)
POL,Poland,2009,Education (Aggregate levels): Basic,219.5313
POL,Poland,2009,Education (Aggregate levels): Intermediate,1004.1199
POL,Poland,2009,Education (Aggregate levels): Advanced,185.9128
POL,Poland,2010,Education (Aggregate levels): Total,1650.2013
POL,Poland,2010,Education (Aggregate levels): Less than basic,0.82
POL,Poland,2010,Education (Aggregate levels): Basic,245.6897
POL,Poland,2010,Education (Aggregate levels): Intermediate,1183.0083
POL,Poland,2010,Education (Aggregate levels): Advanced,220.6833
POL,Poland,2011,Education (Aggregate levels): Total,1658.6595
POL,Poland,2011,Education (Aggregate levels): Less than basic,0.7985
POL,Poland,2011,Education (Aggregate levels): Basic,249.3407
POL,Poland,2011,Education (Aggregate levels): Intermediate,1168.8136
POL,Poland,2011,Education (Aggregate levels): Advanced,239.7067
POL,Poland,2012,Education (Aggregate levels): Total,1749.1938
POL,Poland,2012,Education (Aggregate levels): Less than basic,0.8056
POL,Poland,2012,Education (Aggregate levels): Basic,255.2366
POL,Poland,2012,Education (Aggregate levels): Intermediate,1220.1896
POL,Poland,2012,Education (Aggregate levels): Advanced,272.9621
POL,Poland,2013,Education (Aggregate levels): Total,1792.6452
POL,Poland,2013,Education (Aggregate levels): Less than basic,0.2681
POL,Poland,2013,Education (Aggregate levels): Basic,249.253
POL,Poland,2013,Education (Aggregate levels): Intermediate,1252.358
POL,Poland,2013,Education (Aggregate levels): Advanced,290.7661
POL,Poland,2014,Education (Aggregate levels): Total,1566.7669
POL,Poland,2014,Education (Aggregate levels): Less than basic,1.4387
POL,Poland,2014,Education (Aggregate levels): Basic,217.0599
POL,Poland,2014,Education (Aggregate levels): Intermediate,1096.0851
POL,Poland,2014,Education (Aggregate levels): Advanced,252.1833
POL,Poland,2015,Education (Aggregate levels): Total,1304.2782
POL,Poland,2015,Education (Aggregate levels): Less than basic,1.3586
POL,Poland,2015,Education (Aggregate levels): Basic,186.1637
POL,Poland,2015,Education (Aggregate levels): Intermediate,897.4994
POL,Poland,2015,Education (Aggregate levels): Advanced,219.2566
POL,Poland,2016,Education (Aggregate levels): Total,1063.3761
POL,Poland,2016,Education (Aggregate levels): Less than basic,0.8788
POL,Poland,2016,Education (Aggregate levels): Basic,144.3623
POL,Poland,2016,Education (Aggregate levels): Intermediate,734.2749
POL,Poland,2016,Education (Aggregate levels): Advanced,183.8602
POL,Poland,2017,Education (Aggregate levels): Total,843.895
POL,Poland,2017,Education (Aggregate levels): Less than basic,2.1774
POL,Poland,2017,Education (Aggregate levels): Basic,111.9454
POL,Poland,2017,Education (Aggregate levels): Intermediate,587.879
POL,Poland,2017,Education (Aggregate levels): Advanced,141.8931
POL,Poland,2018,Education (Aggregate levels): Total,659.2458
POL,Poland,2018,Education (Aggregate levels): Basic,86.6563
POL,Poland,2018,Education (Aggregate levels): Intermediate,452.3665
POL,Poland,2018,Education (Aggregate levels): Advanced,119.6702
POL,Poland,1995,Education (Aggregate levels): Total,2277
POL,Poland,1995,Education (Aggregate levels): Basic,541
POL,Poland,1995,Education (Aggregate levels): Intermediate,1633
POL,Poland,1995,Education (Aggregate levels): Advanced,104
POL,Poland,1996,Education (Aggregate levels): Total,2108
POL,Poland,1996,Education (Aggregate levels): Basic,495
POL,Poland,1996,Education (Aggregate levels): Intermediate,1514
POL,Poland,1996,Education (Aggregate levels): Advanced,99
PRT,Portugal,1998,Education (Aggregate levels): Total,237.708
PRT,Portugal,1998,Education (Aggregate levels): Basic,194.181
PRT,Portugal,1998,Education (Aggregate levels): Intermediate,31.3873
PRT,Portugal,1998,Education (Aggregate levels): Advanced,12.1397
PRT,Portugal,1999,Education (Aggregate levels): Total,236.1941
PRT,Portugal,1999,Education (Aggregate levels): Basic,184.0362
PRT,Portugal,1999,Education (Aggregate levels): Intermediate,36.1508
PRT,Portugal,1999,Education (Aggregate levels): Advanced,16.0071
PRT,Portugal,2000,Education (Aggregate levels): Total,198.9609
PRT,Portugal,2000,Education (Aggregate levels): Basic,155.8795
PRT,Portugal,2000,Education (Aggregate levels): Intermediate,29.8482
PRT,Portugal,2000,Education (Aggregate levels): Advanced,13.2332
PRT,Portugal,2001,Education (Aggregate levels): Total,203.8022
PRT,Portugal,2001,Education (Aggregate levels): Less than basic,10.7486
PRT,Portugal,2001,Education (Aggregate levels): Basic,151.5737
PRT,Portugal,2001,Education (Aggregate levels): Intermediate,28.4042
PRT,Portugal,2001,Education (Aggregate levels): Advanced,13.0757
PRT,Portugal,2002,Education (Aggregate levels): Total,243.3272
PRT,Portugal,2002,Education (Aggregate levels): Less than basic,8.6662
PRT,Portugal,2002,Education (Aggregate levels): Basic,177.2224
PRT,Portugal,2002,Education (Aggregate levels): Intermediate,36.4828
PRT,Portugal,2002,Education (Aggregate levels): Advanced,20.9557
PRT,Portugal,2003,Education (Aggregate levels): Total,333.1194
PRT,Portugal,2003,Education (Aggregate levels): Less than basic,13.673400000000001
PRT,Portugal,2003,Education (Aggregate levels): Basic,240.7935
PRT,Portugal,2003,Education (Aggregate levels): Intermediate,47.1932
PRT,Portugal,2003,Education (Aggregate levels): Advanced,31.4594
PRT,Portugal,2004,Education (Aggregate levels): Total,341.8734
PRT,Portugal,2004,Education (Aggregate levels): Less than basic,11.3439
PRT,Portugal,2004,Education (Aggregate levels): Basic,253.1592
PRT,Portugal,2004,Education (Aggregate levels): Intermediate,46.4008
PRT,Portugal,2004,Education (Aggregate levels): Advanced,30.9695
PRT,Portugal,2005,Education (Aggregate levels): Total,414.0657
PRT,Portugal,2005,Education (Aggregate levels): Less than basic,14.3891
PRT,Portugal,2005,Education (Aggregate levels): Basic,292.0848
PRT,Portugal,2005,Education (Aggregate levels): Intermediate,62.7391
PRT,Portugal,2005,Education (Aggregate levels): Advanced,44.8526
PRT,Portugal,2006,Education (Aggregate levels): Total,420.5805
PRT,Portugal,2006,Education (Aggregate levels): Less than basic,16.6693
PRT,Portugal,2006,Education (Aggregate levels): Basic,287.1554
PRT,Portugal,2006,Education (Aggregate levels): Intermediate,69.789
PRT,Portugal,2006,Education (Aggregate levels): Advanced,46.9668
PRT,Portugal,2007,Education (Aggregate levels): Total,440.6428
PRT,Portugal,2007,Education (Aggregate levels): Less than basic,14.4695
PRT,Portugal,2007,Education (Aggregate levels): Basic,301.3824
PRT,Portugal,2007,Education (Aggregate levels): Intermediate,67.1898
PRT,Portugal,2007,Education (Aggregate levels): Advanced,57.6011
PRT,Portugal,2008,Education (Aggregate levels): Total,417.9537
PRT,Portugal,2008,Education (Aggregate levels): Less than basic,14.1373
PRT,Portugal,2008,Education (Aggregate levels): Basic,282.8856
PRT,Portugal,2008,Education (Aggregate levels): Intermediate,65.1642
PRT,Portugal,2008,Education (Aggregate levels): Advanced,55.7666
PRT,Portugal,2009,Education (Aggregate levels): Total,517.4408
PRT,Portugal,2009,Education (Aggregate levels): Less than basic,15.0745
PRT,Portugal,2009,Education (Aggregate levels): Basic,360.1379
PRT,Portugal,2009,Education (Aggregate levels): Intermediate,88.2163
PRT,Portugal,2009,Education (Aggregate levels): Advanced,54.0121
PRT,Portugal,2010,Education (Aggregate levels): Total,591.2306
PRT,Portugal,2010,Education (Aggregate levels): Less than basic,19.8118
PRT,Portugal,2010,Education (Aggregate levels): Basic,397.4547
PRT,Portugal,2010,Education (Aggregate levels): Intermediate,112.2714
PRT,Portugal,2010,Education (Aggregate levels): Advanced,61.6927
PRT,Portugal,2011,Education (Aggregate levels): Total,688.1512
PRT,Portugal,2011,Education (Aggregate levels): Less than basic,24.2004
PRT,Portugal,2011,Education (Aggregate levels): Basic,431.4097
PRT,Portugal,2011,Education (Aggregate levels): Intermediate,144.6801
PRT,Portugal,2011,Education (Aggregate levels): Advanced,87.861
PRT,Portugal,2012,Education (Aggregate levels): Total,835.7425
PRT,Portugal,2012,Education (Aggregate levels): Less than basic,26.1684
PRT,Portugal,2012,Education (Aggregate levels): Basic,484.0669
PRT,Portugal,2012,Education (Aggregate levels): Intermediate,203.405
PRT,Portugal,2012,Education (Aggregate levels): Advanced,122.1021
PRT,Portugal,2013,Education (Aggregate levels): Total,855.229
PRT,Portugal,2013,Education (Aggregate levels): Less than basic,26.7367
PRT,Portugal,2013,Education (Aggregate levels): Basic,479.3141
PRT,Portugal,2013,Education (Aggregate levels): Intermediate,212.6615
PRT,Portugal,2013,Education (Aggregate levels): Advanced,136.5166
PRT,Portugal,2014,Education (Aggregate levels): Total,726.0433
PRT,Portugal,2014,Education (Aggregate levels): Less than basic,16.9487
PRT,Portugal,2014,Education (Aggregate levels): Basic,395.0084
PRT,Portugal,2014,Education (Aggregate levels): Intermediate,194.7322
PRT,Portugal,2014,Education (Aggregate levels): Advanced,119.3539
PRT,Portugal,2015,Education (Aggregate levels): Total,646.5099
PRT,Portugal,2015,Education (Aggregate levels): Less than basic,13.2197
PRT,Portugal,2015,Education (Aggregate levels): Basic,334.316
PRT,Portugal,2015,Education (Aggregate levels): Intermediate,183.5638
PRT,Portugal,2015,Education (Aggregate levels): Advanced,115.4104
PRT,Portugal,2016,Education (Aggregate levels): Total,573.0401
PRT,Portugal,2016,Education (Aggregate levels): Less than basic,11.7712
PRT,Portugal,2016,Education (Aggregate levels): Basic,287.2217
PRT,Portugal,2016,Education (Aggregate levels): Intermediate,165.019
PRT,Portugal,2016,Education (Aggregate levels): Advanced,109.0281
PRT,Portugal,2017,Education (Aggregate levels): Total,462.8092
PRT,Portugal,2017,Education (Aggregate levels): Less than basic,9.4569
PRT,Portugal,2017,Education (Aggregate levels): Basic,229.5997
PRT,Portugal,2017,Education (Aggregate levels): Intermediate,138.7305
PRT,Portugal,2017,Education (Aggregate levels): Advanced,85.0221
PRT,Portugal,2018,Education (Aggregate levels): Total,365.9397
PRT,Portugal,2018,Education (Aggregate levels): Less than basic,6.081
PRT,Portugal,2018,Education (Aggregate levels): Basic,166.5257
PRT,Portugal,2018,Education (Aggregate levels): Intermediate,119.2532
PRT,Portugal,2018,Education (Aggregate levels): Advanced,74.0797
ROU,Romania,1998,Education (Aggregate levels): Total,661.9339
ROU,Romania,1998,Education (Aggregate levels): Basic,129.0347
ROU,Romania,1998,Education (Aggregate levels): Intermediate,506.758
ROU,Romania,1998,Education (Aggregate levels): Advanced,26.1412
ROU,Romania,1999,Education (Aggregate levels): Total,733.1699
ROU,Romania,1999,Education (Aggregate levels): Basic,152.2197
ROU,Romania,1999,Education (Aggregate levels): Intermediate,554.7821
ROU,Romania,1999,Education (Aggregate levels): Advanced,26.1681
ROU,Romania,2000,Education (Aggregate levels): Total,816.0517
ROU,Romania,2000,Education (Aggregate levels): Basic,163.1876
ROU,Romania,2000,Education (Aggregate levels): Intermediate,617.3589
ROU,Romania,2000,Education (Aggregate levels): Advanced,35.5052
ROU,Romania,2001,Education (Aggregate levels): Total,758.4816
ROU,Romania,2001,Education (Aggregate levels): Less than basic,5.1746
ROU,Romania,2001,Education (Aggregate levels): Basic,153.3866
ROU,Romania,2001,Education (Aggregate levels): Intermediate,558.9798
ROU,Romania,2001,Education (Aggregate levels): Advanced,40.9405
ROU,Romania,2002,Education (Aggregate levels): Total,862.0598
ROU,Romania,2002,Education (Aggregate levels): Less than basic,7.6108
ROU,Romania,2002,Education (Aggregate levels): Basic,185.1844
ROU,Romania,2002,Education (Aggregate levels): Intermediate,626.39
ROU,Romania,2002,Education (Aggregate levels): Advanced,42.8746
ROU,Romania,2003,Education (Aggregate levels): Total,699.6844
ROU,Romania,2003,Education (Aggregate levels): Less than basic,3.4349
ROU,Romania,2003,Education (Aggregate levels): Basic,175.5851
ROU,Romania,2003,Education (Aggregate levels): Intermediate,486.8303
ROU,Romania,2003,Education (Aggregate levels): Advanced,33.8341
ROU,Romania,2004,Education (Aggregate levels): Total,776.4961
ROU,Romania,2004,Education (Aggregate levels): Less than basic,12.7186
ROU,Romania,2004,Education (Aggregate levels): Basic,218.4287
ROU,Romania,2004,Education (Aggregate levels): Intermediate,509.863
ROU,Romania,2004,Education (Aggregate levels): Advanced,35.4858
ROU,Romania,2005,Education (Aggregate levels): Total,704.4622
ROU,Romania,2005,Education (Aggregate levels): Less than basic,9.3624
ROU,Romania,2005,Education (Aggregate levels): Basic,162.3796
ROU,Romania,2005,Education (Aggregate levels): Intermediate,486.4871
ROU,Romania,2005,Education (Aggregate levels): Advanced,46.2331
ROU,Romania,2006,Education (Aggregate levels): Total,728.3714
ROU,Romania,2006,Education (Aggregate levels): Less than basic,10.6927
ROU,Romania,2006,Education (Aggregate levels): Basic,178.9348
ROU,Romania,2006,Education (Aggregate levels): Intermediate,489.4032
ROU,Romania,2006,Education (Aggregate levels): Advanced,49.3406
ROU,Romania,2007,Education (Aggregate levels): Total,640.9422
ROU,Romania,2007,Education (Aggregate levels): Less than basic,12.1993
ROU,Romania,2007,Education (Aggregate levels): Basic,165.0727
ROU,Romania,2007,Education (Aggregate levels): Intermediate,424.6545
ROU,Romania,2007,Education (Aggregate levels): Advanced,39.0156
ROU,Romania,2008,Education (Aggregate levels): Total,575.5469
ROU,Romania,2008,Education (Aggregate levels): Less than basic,13.6703
ROU,Romania,2008,Education (Aggregate levels): Basic,162.4551
ROU,Romania,2008,Education (Aggregate levels): Intermediate,360.8057
ROU,Romania,2008,Education (Aggregate levels): Advanced,38.6157
ROU,Romania,2009,Education (Aggregate levels): Total,680.6831
ROU,Romania,2009,Education (Aggregate levels): Less than basic,7.0889
ROU,Romania,2009,Education (Aggregate levels): Basic,178.3208
ROU,Romania,2009,Education (Aggregate levels): Intermediate,430.4916
ROU,Romania,2009,Education (Aggregate levels): Advanced,64.7818
ROU,Romania,2010,Education (Aggregate levels): Total,651.6949
ROU,Romania,2010,Education (Aggregate levels): Less than basic,5.3201
ROU,Romania,2010,Education (Aggregate levels): Basic,133.1411
ROU,Romania,2010,Education (Aggregate levels): Intermediate,443.6071
ROU,Romania,2010,Education (Aggregate levels): Advanced,69.6266
ROU,Romania,2011,Education (Aggregate levels): Total,659.4256
ROU,Romania,2011,Education (Aggregate levels): Less than basic,5.2991
ROU,Romania,2011,Education (Aggregate levels): Basic,151.1419
ROU,Romania,2011,Education (Aggregate levels): Intermediate,429.5979
ROU,Romania,2011,Education (Aggregate levels): Advanced,73.3868
ROU,Romania,2012,Education (Aggregate levels): Total,627.2089
ROU,Romania,2012,Education (Aggregate levels): Less than basic,4.1564
ROU,Romania,2012,Education (Aggregate levels): Basic,139.5996
ROU,Romania,2012,Education (Aggregate levels): Intermediate,401.3876
ROU,Romania,2012,Education (Aggregate levels): Advanced,82.0654
ROU,Romania,2013,Education (Aggregate levels): Total,652.9844
ROU,Romania,2013,Education (Aggregate levels): Less than basic,5.4124
ROU,Romania,2013,Education (Aggregate levels): Basic,136.733
ROU,Romania,2013,Education (Aggregate levels): Intermediate,421.6184
ROU,Romania,2013,Education (Aggregate levels): Advanced,89.2206
ROU,Romania,2014,Education (Aggregate levels): Total,628.6815
ROU,Romania,2014,Education (Aggregate levels): Less than basic,6.4679
ROU,Romania,2014,Education (Aggregate levels): Basic,149.3775
ROU,Romania,2014,Education (Aggregate levels): Intermediate,374.4967
ROU,Romania,2014,Education (Aggregate levels): Advanced,98.3395
ROU,Romania,2015,Education (Aggregate levels): Total,623.91010000000006
ROU,Romania,2015,Education (Aggregate levels): Less than basic,6.7684
ROU,Romania,2015,Education (Aggregate levels): Basic,162.0301
ROU,Romania,2015,Education (Aggregate levels): Intermediate,381.1596
ROU,Romania,2015,Education (Aggregate levels): Advanced,73.952
ROU,Romania,2016,Education (Aggregate levels): Total,529.8694
ROU,Romania,2016,Education (Aggregate levels): Less than basic,6.3332
ROU,Romania,2016,Education (Aggregate levels): Basic,136.8215
ROU,Romania,2016,Education (Aggregate levels): Intermediate,330.6934
ROU,Romania,2016,Education (Aggregate levels): Advanced,56.0213
ROU,Romania,2017,Education (Aggregate levels): Total,449.3312
ROU,Romania,2017,Education (Aggregate levels): Less than basic,5.7121
ROU,Romania,2017,Education (Aggregate levels): Basic,118.069
ROU,Romania,2017,Education (Aggregate levels): Intermediate,281.4177
ROU,Romania,2017,Education (Aggregate levels): Advanced,44.1323
ROU,Romania,2018,Education (Aggregate levels): Total,379.6782
ROU,Romania,2018,Education (Aggregate levels): Less than basic,6.848
ROU,Romania,2018,Education (Aggregate levels): Basic,95.4012
ROU,Romania,2018,Education (Aggregate levels): Intermediate,238.4794
ROU,Romania,2018,Education (Aggregate levels): Advanced,38.9497
ROU,Romania,1995,Education (Aggregate levels): Total,967.924
ROU,Romania,1995,Education (Aggregate levels): Less than basic,12.71
ROU,Romania,1995,Education (Aggregate levels): Basic,259.98
ROU,Romania,1995,Education (Aggregate levels): Intermediate,674.448
ROU,Romania,1995,Education (Aggregate levels): Advanced,20.788
ROU,Romania,1996,Education (Aggregate levels): Total,790.869
ROU,Romania,1996,Education (Aggregate levels): Less than basic,10.761
ROU,Romania,1996,Education (Aggregate levels): Basic,213.907
ROU,Romania,1996,Education (Aggregate levels): Intermediate,544.296
ROU,Romania,1996,Education (Aggregate levels): Advanced,21.904
RUS,Russian Federation,1997,Education (Aggregate levels): Total,8065
RUS,Russian Federation,1997,Education (Aggregate levels): Basic,1572
RUS,Russian Federation,1997,Education (Aggregate levels): Intermediate,3339
RUS,Russian Federation,1997,Education (Aggregate levels): Advanced,3153
RUS,Russian Federation,1998,Education (Aggregate levels): Total,8938
RUS,Russian Federation,1998,Education (Aggregate levels): Basic,1542
RUS,Russian Federation,1998,Education (Aggregate levels): Intermediate,3750
RUS,Russian Federation,1998,Education (Aggregate levels): Advanced,3647
RUS,Russian Federation,1999,Education (Aggregate levels): Total,9436
RUS,Russian Federation,1999,Education (Aggregate levels): Basic,1580
RUS,Russian Federation,1999,Education (Aggregate levels): Intermediate,3934
RUS,Russian Federation,1999,Education (Aggregate levels): Advanced,3921
RUS,Russian Federation,2000,Education (Aggregate levels): Total,7700
RUS,Russian Federation,2000,Education (Aggregate levels): Basic,1282
RUS,Russian Federation,2000,Education (Aggregate levels): Intermediate,3365
RUS,Russian Federation,2000,Education (Aggregate levels): Advanced,3053
RUS,Russian Federation,2001,Education (Aggregate levels): Total,6424
RUS,Russian Federation,2001,Education (Aggregate levels): Basic,992
RUS,Russian Federation,2001,Education (Aggregate levels): Intermediate,2960
RUS,Russian Federation,2001,Education (Aggregate levels): Advanced,2471
RUS,Russian Federation,2002,Education (Aggregate levels): Total,5698
RUS,Russian Federation,2002,Education (Aggregate levels): Basic,844
RUS,Russian Federation,2002,Education (Aggregate levels): Intermediate,2684
RUS,Russian Federation,2002,Education (Aggregate levels): Advanced,2170
RUS,Russian Federation,2003,Education (Aggregate levels): Total,5959
RUS,Russian Federation,2003,Education (Aggregate levels): Basic,893
RUS,Russian Federation,2003,Education (Aggregate levels): Intermediate,2994
RUS,Russian Federation,2003,Education (Aggregate levels): Advanced,2072
RUS,Russian Federation,2004,Education (Aggregate levels): Total,5675
RUS,Russian Federation,2004,Education (Aggregate levels): Basic,859
RUS,Russian Federation,2004,Education (Aggregate levels): Intermediate,2917
RUS,Russian Federation,2004,Education (Aggregate levels): Advanced,1900
RUS,Russian Federation,2005,Education (Aggregate levels): Total,5263
RUS,Russian Federation,2005,Education (Aggregate levels): Basic,813
RUS,Russian Federation,2005,Education (Aggregate levels): Intermediate,2731
RUS,Russian Federation,2005,Education (Aggregate levels): Advanced,1719
RUS,Russian Federation,2006,Education (Aggregate levels): Total,5312
RUS,Russian Federation,2006,Education (Aggregate levels): Basic,830
RUS,Russian Federation,2006,Education (Aggregate levels): Intermediate,2758
RUS,Russian Federation,2006,Education (Aggregate levels): Advanced,1723
RUS,Russian Federation,2007,Education (Aggregate levels): Total,4588
RUS,Russian Federation,2007,Education (Aggregate levels): Basic,629
RUS,Russian Federation,2007,Education (Aggregate levels): Intermediate,2485
RUS,Russian Federation,2007,Education (Aggregate levels): Advanced,1475
RUS,Russian Federation,2008,Education (Aggregate levels): Total,4791
RUS,Russian Federation,2008,Education (Aggregate levels): Basic,630
RUS,Russian Federation,2008,Education (Aggregate levels): Intermediate,2530
RUS,Russian Federation,2008,Education (Aggregate levels): Advanced,1632
RUS,Russian Federation,2009,Education (Aggregate levels): Total,6372.794
RUS,Russian Federation,2009,Education (Aggregate levels): Basic,754.959
RUS,Russian Federation,2009,Education (Aggregate levels): Intermediate,3392.611
RUS,Russian Federation,2009,Education (Aggregate levels): Advanced,2225.224
RUS,Russian Federation,2010,Education (Aggregate levels): Total,5563.1863
RUS,Russian Federation,2010,Education (Aggregate levels): Basic,602.1677
RUS,Russian Federation,2010,Education (Aggregate levels): Intermediate,2314.3249
RUS,Russian Federation,2010,Education (Aggregate levels): Advanced,2646.6937
RUS,Russian Federation,2011,Education (Aggregate levels): Total,4954.6084
RUS,Russian Federation,2011,Education (Aggregate levels): Basic,578.5195
RUS,Russian Federation,2011,Education (Aggregate levels): Intermediate,1989.3663
RUS,Russian Federation,2011,Education (Aggregate levels): Advanced,2386.7227
RUS,Russian Federation,2012,Education (Aggregate levels): Total,4113.0113
RUS,Russian Federation,2012,Education (Aggregate levels): Basic,455.1526
RUS,Russian Federation,2012,Education (Aggregate levels): Intermediate,1628.5376
RUS,Russian Federation,2012,Education (Aggregate levels): Advanced,2029.3211
RUS,Russian Federation,2013,Education (Aggregate levels): Total,4121.2888
RUS,Russian Federation,2013,Education (Aggregate levels): Basic,427.7075
RUS,Russian Federation,2013,Education (Aggregate levels): Intermediate,1595.2474
RUS,Russian Federation,2013,Education (Aggregate levels): Advanced,2098.3338
RUS,Russian Federation,2014,Education (Aggregate levels): Total,3892.3695
RUS,Russian Federation,2014,Education (Aggregate levels): Basic,404.0726
RUS,Russian Federation,2014,Education (Aggregate levels): Intermediate,1546.5408
RUS,Russian Federation,2014,Education (Aggregate levels): Advanced,1941.7561
RUS,Russian Federation,2015,Education (Aggregate levels): Total,4266.7546
RUS,Russian Federation,2015,Education (Aggregate levels): Basic,422.222
RUS,Russian Federation,2015,Education (Aggregate levels): Intermediate,1743.5973
RUS,Russian Federation,2015,Education (Aggregate levels): Advanced,2100.9354
RUS,Russian Federation,2016,Education (Aggregate levels): Total,4261.0528
RUS,Russian Federation,2016,Education (Aggregate levels): Basic,398.6093
RUS,Russian Federation,2016,Education (Aggregate levels): Intermediate,1718.3824
RUS,Russian Federation,2016,Education (Aggregate levels): Advanced,2144.0611
RUS,Russian Federation,2017,Education (Aggregate levels): Total,3976.6115
RUS,Russian Federation,2017,Education (Aggregate levels): Basic,402.9181
RUS,Russian Federation,2017,Education (Aggregate levels): Intermediate,1592.3538
RUS,Russian Federation,2017,Education (Aggregate levels): Advanced,1981.3396
RUS,Russian Federation,2018,Education (Aggregate levels): Total,3693.8085
RUS,Russian Federation,2018,Education (Aggregate levels): Basic,380.1495
RUS,Russian Federation,2018,Education (Aggregate levels): Intermediate,1438.6737
RUS,Russian Federation,2018,Education (Aggregate levels): Advanced,1874.9853
SRB,Serbia,2008,Education (Aggregate levels): Total,448.1276
SRB,Serbia,2008,Education (Aggregate levels): Less than basic,9.5728
SRB,Serbia,2008,Education (Aggregate levels): Basic,215.4385
SRB,Serbia,2008,Education (Aggregate levels): Intermediate,173.0603
SRB,Serbia,2008,Education (Aggregate levels): Advanced,50.056
SRB,Serbia,2009,Education (Aggregate levels): Total,503.6047
SRB,Serbia,2009,Education (Aggregate levels): Less than basic,8.66
SRB,Serbia,2009,Education (Aggregate levels): Basic,257.8396
SRB,Serbia,2009,Education (Aggregate levels): Intermediate,182.7386
SRB,Serbia,2009,Education (Aggregate levels): Advanced,54.3665
SRB,Serbia,2010,Education (Aggregate levels): Total,570.2804
SRB,Serbia,2010,Education (Aggregate levels): Less than basic,5.7982
SRB,Serbia,2010,Education (Aggregate levels): Basic,276.9632
SRB,Serbia,2010,Education (Aggregate levels): Intermediate,212.8697
SRB,Serbia,2010,Education (Aggregate levels): Advanced,74.6494
SRB,Serbia,2011,Education (Aggregate levels): Total,671.7523
SRB,Serbia,2011,Education (Aggregate levels): Less than basic,11.7538
SRB,Serbia,2011,Education (Aggregate levels): Basic,323.6214
SRB,Serbia,2011,Education (Aggregate levels): Intermediate,243.8963
SRB,Serbia,2011,Education (Aggregate levels): Advanced,92.4808
SRB,Serbia,2012,Education (Aggregate levels): Total,703.5828
SRB,Serbia,2012,Education (Aggregate levels): Less than basic,10.3978
SRB,Serbia,2012,Education (Aggregate levels): Basic,333.9487
SRB,Serbia,2012,Education (Aggregate levels): Intermediate,256.611
SRB,Serbia,2012,Education (Aggregate levels): Advanced,102.6252
SRB,Serbia,2013,Education (Aggregate levels): Total,657.5891
SRB,Serbia,2013,Education (Aggregate levels): Less than basic,11.1896
SRB,Serbia,2013,Education (Aggregate levels): Basic,293.9897
SRB,Serbia,2013,Education (Aggregate levels): Intermediate,236.3585
SRB,Serbia,2013,Education (Aggregate levels): Advanced,116.0513
SRB,Serbia,2014,Education (Aggregate levels): Total,608.9974
SRB,Serbia,2014,Education (Aggregate levels): Less than basic,6.645
SRB,Serbia,2014,Education (Aggregate levels): Basic,94.1114
SRB,Serbia,2014,Education (Aggregate levels): Intermediate,397.8606
SRB,Serbia,2014,Education (Aggregate levels): Advanced,110.3803
SRB,Serbia,2015,Education (Aggregate levels): Total,552.086
SRB,Serbia,2015,Education (Aggregate levels): Less than basic,2.2965
SRB,Serbia,2015,Education (Aggregate levels): Basic,77.8048
SRB,Serbia,2015,Education (Aggregate levels): Intermediate,355.9621
SRB,Serbia,2015,Education (Aggregate levels): Advanced,116.0226
SRB,Serbia,2016,Education (Aggregate levels): Total,489.6128
SRB,Serbia,2016,Education (Aggregate levels): Less than basic,3.0851
SRB,Serbia,2016,Education (Aggregate levels): Basic,68.2562
SRB,Serbia,2016,Education (Aggregate levels): Intermediate,309.5749
SRB,Serbia,2016,Education (Aggregate levels): Advanced,108.6967
SRB,Serbia,2017,Education (Aggregate levels): Total,435.3015
SRB,Serbia,2017,Education (Aggregate levels): Less than basic,2.1277
SRB,Serbia,2017,Education (Aggregate levels): Basic,59.8652
SRB,Serbia,2017,Education (Aggregate levels): Intermediate,274.3845
SRB,Serbia,2017,Education (Aggregate levels): Advanced,98.9242
SRB,Serbia,2018,Education (Aggregate levels): Total,413.1765
SRB,Serbia,2018,Education (Aggregate levels): Less than basic,1.6197
SRB,Serbia,2018,Education (Aggregate levels): Basic,64.8628
SRB,Serbia,2018,Education (Aggregate levels): Intermediate,256.5024
SRB,Serbia,2018,Education (Aggregate levels): Advanced,90.1916
SVK,Slovakia,1998,Education (Aggregate levels): Total,305.5031
SVK,Slovakia,1998,Education (Aggregate levels): Basic,85.2645
SVK,Slovakia,1998,Education (Aggregate levels): Intermediate,211.6298
SVK,Slovakia,1998,Education (Aggregate levels): Advanced,8.6088
SVK,Slovakia,1999,Education (Aggregate levels): Total,403.7992
SVK,Slovakia,1999,Education (Aggregate levels): Basic,90.1223
SVK,Slovakia,1999,Education (Aggregate levels): Intermediate,302.8657
SVK,Slovakia,1999,Education (Aggregate levels): Advanced,10.8112
SVK,Slovakia,2000,Education (Aggregate levels): Total,490.6608
SVK,Slovakia,2000,Education (Aggregate levels): Basic,97.6767
SVK,Slovakia,2000,Education (Aggregate levels): Intermediate,378.6629
SVK,Slovakia,2000,Education (Aggregate levels): Advanced,14.3212
SVK,Slovakia,2001,Education (Aggregate levels): Total,508.6942
SVK,Slovakia,2001,Education (Aggregate levels): Basic,99.2057
SVK,Slovakia,2001,Education (Aggregate levels): Intermediate,394.2479
SVK,Slovakia,2001,Education (Aggregate levels): Advanced,14.9583
SVK,Slovakia,2002,Education (Aggregate levels): Total,486.2547
SVK,Slovakia,2002,Education (Aggregate levels): Basic,103.5505
SVK,Slovakia,2002,Education (Aggregate levels): Intermediate,371.2179
