iso3,country,unemployment_rate,year,indicator,indicator.label,note_source.label
ITA,Italy,9.2075,2002,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
ITA,Italy,8.8657,2003,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
ITA,Italy,7.8656,2004,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
ITA,Italy,7.7305,2005,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
ITA,Italy,6.7766,2006,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
ITA,Italy,6.0754,2007,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
ITA,Italy,6.7232,2008,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
ITA,Italy,7.7486,2009,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
ITA,Italy,8.3625,2010,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
ITA,Italy,8.359,2011,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
ITA,Italy,10.6545,2012,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
ITA,Italy,12.1487,2013,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
ITA,Italy,12.6828,2014,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
ITA,Italy,11.896,2015,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
ITA,Italy,11.6882,2016,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
ITA,Italy,11.2106,2017,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
ITA,Italy,10.61,2018,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
KAZ,Kazakhstan,2.1,1995,UNE_DEAP_NOC_RT,Unemployment rate (%),Data reference period: End of the year
KAZ,Kazakhstan,4.2,1996,UNE_DEAP_NOC_RT,Unemployment rate (%),Data reference period: End of the year
KAZ,Kazakhstan,3.8,1997,UNE_DEAP_NOC_RT,Unemployment rate (%),Data reference period: End of the year
KAZ,Kazakhstan,3.7,1998,UNE_DEAP_NOC_RT,Unemployment rate (%),Data reference period: End of the year
KAZ,Kazakhstan,3.9,1999,UNE_DEAP_NOC_RT,Unemployment rate (%),Data reference period: End of the year
KAZ,Kazakhstan,3.7,2000,UNE_DEAP_NOC_RT,Unemployment rate (%),Data reference period: End of the year
KAZ,Kazakhstan,2.8,2001,UNE_DEAP_NOC_RT,Unemployment rate (%),Data reference period: End of the year
KAZ,Kazakhstan,9.33,2002,UNE_DEAP_NOC_RT,Unemployment rate (%),NA
KAZ,Kazakhstan,8.78,2003,UNE_DEAP_NOC_RT,Unemployment rate (%),NA
KAZ,Kazakhstan,8.4,2004,UNE_DEAP_NOC_RT,Unemployment rate (%),NA
KAZ,Kazakhstan,1.2,2005,UNE_DEAP_NOC_RT,Unemployment rate (%),Data reference period: End of the year
KAZ,Kazakhstan,0.9,2006,UNE_DEAP_NOC_RT,Unemployment rate (%),Data reference period: End of the year
KAZ,Kazakhstan,0.7,2007,UNE_DEAP_NOC_RT,Unemployment rate (%),Data reference period: End of the year
KAZ,Kazakhstan,6.63,2008,UNE_DEAP_NOC_RT,Unemployment rate (%),NA
KAZ,Kazakhstan,6.56,2009,UNE_DEAP_NOC_RT,Unemployment rate (%),Population coverage: Excluding both institutional population and armed forces and/or conscripts
KAZ,Kazakhstan,5.77,2010,UNE_DEAP_NOC_RT,Unemployment rate (%),Population coverage: Excluding both institutional population and armed forces and/or conscripts
KAZ,Kazakhstan,5.39,2011,UNE_DEAP_NOC_RT,Unemployment rate (%),Population coverage: Excluding both institutional population and armed forces and/or conscripts
KAZ,Kazakhstan,5.29,2012,UNE_DEAP_NOC_RT,Unemployment rate (%),Population coverage: Excluding both institutional population and armed forces and/or conscripts
KAZ,Kazakhstan,5.21,2013,UNE_DEAP_NOC_RT,Unemployment rate (%),Population coverage: Excluding both institutional population and armed forces and/or conscripts
KAZ,Kazakhstan,4.9710987755,2015,UNE_DEAP_NOC_RT,Unemployment rate (%),Population coverage: Excluding both institutional population and armed forces and/or conscripts
KAZ,Kazakhstan,4.9,2017,UNE_DEAP_NOC_RT,Unemployment rate (%),Employment definition: Excluding own-use production workers | Population coverage: Excluding both institutional population and armed forces and/or conscripts
KGZ,Kyrgyzstan,7.5,2000,UNE_DEAP_NOC_RT,Unemployment rate (%),Data reference period: November
KGZ,Kyrgyzstan,7.8,2001,UNE_DEAP_NOC_RT,Unemployment rate (%),Data reference period: November
KGZ,Kyrgyzstan,12.55,2002,UNE_DEAP_NOC_RT,Unemployment rate (%),Data reference period: November
KGZ,Kyrgyzstan,8.53,2004,UNE_DEAP_NOC_RT,Unemployment rate (%),Data reference period: November
KGZ,Kyrgyzstan,8.12,2005,UNE_DEAP_NOC_RT,Unemployment rate (%),Data reference period: November
KGZ,Kyrgyzstan,8.27,2006,UNE_DEAP_NOC_RT,Unemployment rate (%),Data reference period: November
KGZ,Kyrgyzstan,8.42,2009,UNE_DEAP_NOC_RT,Unemployment rate (%),NA
KGZ,Kyrgyzstan,8.64,2010,UNE_DEAP_NOC_RT,Unemployment rate (%),NA
KGZ,Kyrgyzstan,8.53,2011,UNE_DEAP_NOC_RT,Unemployment rate (%),NA
KGZ,Kyrgyzstan,8.43,2012,UNE_DEAP_NOC_RT,Unemployment rate (%),NA
KGZ,Kyrgyzstan,8.33,2013,UNE_DEAP_NOC_RT,Unemployment rate (%),NA
KGZ,Kyrgyzstan,8.05,2014,UNE_DEAP_NOC_RT,Unemployment rate (%),NA
KGZ,Kyrgyzstan,7.56,2015,UNE_DEAP_NOC_RT,Unemployment rate (%),NA
KGZ,Kyrgyzstan,7.21,2016,UNE_DEAP_NOC_RT,Unemployment rate (%),NA
KGZ,Kyrgyzstan,6.89,2017,UNE_DEAP_NOC_RT,Unemployment rate (%),Employment definition: Excluding own-use production workers
LVA,Latvia,20.93,1996,UNE_DEAP_NOC_RT,Unemployment rate (%),NA
LVA,Latvia,14.9,1997,UNE_DEAP_NOC_RT,Unemployment rate (%),NA
LVA,Latvia,14.4635,1998,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
LVA,Latvia,13.7897,1999,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
LVA,Latvia,14.2108,2000,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
LVA,Latvia,13.8211,2001,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
LVA,Latvia,13.8289,2002,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
LVA,Latvia,12.0611,2003,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
LVA,Latvia,11.7084,2004,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
LVA,Latvia,10.033,2005,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
LVA,Latvia,7.0297,2006,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
LVA,Latvia,6.0516,2007,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
LVA,Latvia,7.7389,2008,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
LVA,Latvia,17.5147,2009,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
LVA,Latvia,19.4823,2010,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
LVA,Latvia,16.2064,2011,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
LVA,Latvia,15.0467,2012,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
LVA,Latvia,11.8674,2013,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
LVA,Latvia,10.8463,2014,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
LVA,Latvia,9.873,2015,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
LVA,Latvia,9.6429,2016,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
LVA,Latvia,8.715,2017,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
LVA,Latvia,7.4123,2018,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
LTU,Lithuania,16.4,1996,UNE_DEAP_NOC_RT,Unemployment rate (%),Age coverage - minimum age: 14 years old
LTU,Lithuania,14.13,1997,UNE_DEAP_NOC_RT,Unemployment rate (%),Age coverage - minimum age: 14 years old
LTU,Lithuania,13.711,1998,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
LTU,Lithuania,13.3876,1999,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
LTU,Lithuania,15.9311,2000,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
LTU,Lithuania,16.8396,2001,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
LTU,Lithuania,13.008,2002,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
LTU,Lithuania,12.8745,2003,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
LTU,Lithuania,10.6844,2004,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
LTU,Lithuania,8.3246,2005,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
LTU,Lithuania,5.7804,2006,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
LTU,Lithuania,4.25,2007,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
LTU,Lithuania,5.8259,2008,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
LTU,Lithuania,13.785,2009,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
LTU,Lithuania,17.8141,2010,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
LTU,Lithuania,15.3904,2011,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
LTU,Lithuania,13.3648,2012,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
LTU,Lithuania,11.7699,2013,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
LTU,Lithuania,10.6981,2014,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
LTU,Lithuania,9.12,2015,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
LTU,Lithuania,7.8621,2016,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
LTU,Lithuania,7.0732,2017,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
LTU,Lithuania,6.1471,2018,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
LUX,Luxembourg,2.9179,1995,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
LUX,Luxembourg,3.2862,1996,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
LUX,Luxembourg,2.5272,1997,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
LUX,Luxembourg,2.7631,1998,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
LUX,Luxembourg,2.3898,1999,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
LUX,Luxembourg,2.3453,2000,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
LUX,Luxembourg,1.805,2001,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
LUX,Luxembourg,2.6209,2002,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
LUX,Luxembourg,3.675,2003,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
LUX,Luxembourg,5.1133,2004,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
LUX,Luxembourg,4.4882,2005,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
LUX,Luxembourg,4.7307,2006,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
LUX,Luxembourg,4.0652,2007,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
LUX,Luxembourg,5.0601,2008,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
LUX,Luxembourg,5.1224,2009,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
LUX,Luxembourg,4.3608,2010,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
LUX,Luxembourg,4.9015,2011,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
LUX,Luxembourg,5.1401,2012,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
LUX,Luxembourg,5.8476,2013,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
LUX,Luxembourg,5.8524,2014,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
LUX,Luxembourg,6.6686,2015,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
LUX,Luxembourg,6.2907,2016,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
LUX,Luxembourg,5.5216,2017,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
LUX,Luxembourg,5.5854,2018,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
MLT,Malta,3.7,1995,UNE_DEAP_NOC_RT,Unemployment rate (%),Data reference period: December | Age coverage - minimum age: 16 years old | Age coverage - maximum age: 61 years old
MLT,Malta,4.4,1996,UNE_DEAP_NOC_RT,Unemployment rate (%),Data reference period: December | Age coverage - minimum age: 16 years old | Age coverage - maximum age: 61 years old
MLT,Malta,5,1997,UNE_DEAP_NOC_RT,Unemployment rate (%),Data reference period: December | Age coverage - minimum age: 16 years old | Age coverage - maximum age: 61 years old
MLT,Malta,5.1,1998,UNE_DEAP_NOC_RT,Unemployment rate (%),Data reference period: December | Age coverage - minimum age: 16 years old | Age coverage - maximum age: 61 years old
MLT,Malta,5.3,1999,UNE_DEAP_NOC_RT,Unemployment rate (%),Data reference period: December | Age coverage - minimum age: 16 years old | Age coverage - maximum age: 61 years old
MLT,Malta,6.3235,2000,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
MLT,Malta,7.1073,2001,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
MLT,Malta,6.9021,2002,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
MLT,Malta,7.4877,2003,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
MLT,Malta,7.3166,2004,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
MLT,Malta,6.9233,2005,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
MLT,Malta,6.7983,2006,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
MLT,Malta,6.4723,2007,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
MLT,Malta,5.9766,2008,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
MLT,Malta,6.8888,2009,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
MLT,Malta,6.8474,2010,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
MLT,Malta,6.3781,2011,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
MLT,Malta,6.1961,2012,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
MLT,Malta,6.1056,2013,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
MLT,Malta,5.7247,2014,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
MLT,Malta,5.379,2015,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
MLT,Malta,4.6871,2016,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
MLT,Malta,4.0015,2017,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
MLT,Malta,3.7158,2018,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
MDA,"Moldova, Republic of",6.8,2002,UNE_DEAP_NOC_RT,Unemployment rate (%),NA
MDA,"Moldova, Republic of",7.95,2003,UNE_DEAP_NOC_RT,Unemployment rate (%),NA
MDA,"Moldova, Republic of",8.13,2004,UNE_DEAP_NOC_RT,Unemployment rate (%),NA
MDA,"Moldova, Republic of",7.29,2005,UNE_DEAP_NOC_RT,Unemployment rate (%),NA
MDA,"Moldova, Republic of",7.36,2006,UNE_DEAP_NOC_RT,Unemployment rate (%),NA
MDA,"Moldova, Republic of",5.08,2007,UNE_DEAP_NOC_RT,Unemployment rate (%),NA
MDA,"Moldova, Republic of",3.97,2008,UNE_DEAP_NOC_RT,Unemployment rate (%),NA
MDA,"Moldova, Republic of",6.4,2009,UNE_DEAP_NOC_RT,Unemployment rate (%),"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 76 years or older, but bounded"
MDA,"Moldova, Republic of",7.4464,2010,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: ILO-STATISTICS - Micro data processing
MDA,"Moldova, Republic of",6.6822,2011,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: ILO-STATISTICS - Micro data processing
MDA,"Moldova, Republic of",5.5778,2012,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: ILO-STATISTICS - Micro data processing
MDA,"Moldova, Republic of",5.1043,2013,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: ILO-STATISTICS - Micro data processing
MDA,"Moldova, Republic of",3.8564,2014,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: ILO-STATISTICS - Micro data processing
MDA,"Moldova, Republic of",3.6942,2015,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: ILO-STATISTICS - Micro data processing
MDA,"Moldova, Republic of",4.185,2016,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: ILO-STATISTICS - Micro data processing
MDA,"Moldova, Republic of",4.0976,2017,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: ILO-STATISTICS - Micro data processing
MDA,"Moldova, Republic of",2.9785,2018,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: ILO-STATISTICS - Micro data processing
MNE,Montenegro,19.6708,2011,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
MNE,Montenegro,19.9745,2012,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
MNE,Montenegro,19.4955,2013,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
MNE,Montenegro,17.9965,2014,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
MNE,Montenegro,17.5438,2015,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
MNE,Montenegro,17.7233,2016,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
MNE,Montenegro,16.0711,2017,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
MNE,Montenegro,15.1749,2018,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
NLD,Netherlands,7.1575,1995,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
NLD,Netherlands,6.4208,1996,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
NLD,Netherlands,5.5106,1997,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
NLD,Netherlands,4.394,1998,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
NLD,Netherlands,3.6225,1999,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
NLD,Netherlands,2.7254,2000,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
NLD,Netherlands,2.1193,2001,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
NLD,Netherlands,2.554,2002,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
NLD,Netherlands,3.5934,2003,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
NLD,Netherlands,4.6462,2004,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
NLD,Netherlands,5.8725,2005,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
NLD,Netherlands,5.0024,2006,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
NLD,Netherlands,4.1527,2007,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
NLD,Netherlands,3.6542,2008,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
NLD,Netherlands,4.347,2009,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
NLD,Netherlands,4.989,2010,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
NLD,Netherlands,4.9773,2011,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
NLD,Netherlands,5.8209,2012,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
NLD,Netherlands,7.243,2013,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
NLD,Netherlands,7.4158,2014,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
NLD,Netherlands,6.872,2015,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
NLD,Netherlands,6.0063,2016,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
NLD,Netherlands,4.8386,2017,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
NLD,Netherlands,3.8305,2018,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
MKD,North Macedonia,35.6,1995,UNE_DEAP_NOC_RT,Unemployment rate (%),Reference group coverage: Work applicants
MKD,North Macedonia,38.8,1996,UNE_DEAP_NOC_RT,Unemployment rate (%),Reference group coverage: Work applicants
MKD,North Macedonia,40.6,1997,UNE_DEAP_NOC_RT,Unemployment rate (%),Reference group coverage: Work applicants
MKD,North Macedonia,46.6,1998,UNE_DEAP_NOC_RT,Unemployment rate (%),Reference group coverage: Work applicants
MKD,North Macedonia,51.5,1999,UNE_DEAP_NOC_RT,Unemployment rate (%),Reference group coverage: Work applicants
MKD,North Macedonia,53.7,2000,UNE_DEAP_NOC_RT,Unemployment rate (%),Reference group coverage: Work applicants
MKD,North Macedonia,31.94,2002,UNE_DEAP_NOC_RT,Unemployment rate (%),Data reference period: April
MKD,North Macedonia,36.69,2003,UNE_DEAP_NOC_RT,Unemployment rate (%),Data reference period: April
MKD,North Macedonia,36.0254,2006,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
MKD,North Macedonia,34.9345,2007,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
MKD,North Macedonia,33.7613,2008,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
MKD,North Macedonia,32.1794,2009,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
MKD,North Macedonia,32.0197,2010,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
MKD,North Macedonia,31.3775,2011,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
MKD,North Macedonia,31.0164,2012,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
MKD,North Macedonia,28.9961,2013,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
MKD,North Macedonia,28.0303,2014,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
MKD,North Macedonia,26.0684,2015,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
MKD,North Macedonia,23.7244,2016,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
MKD,North Macedonia,22.3812,2017,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
MKD,North Macedonia,20.7356,2018,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
POL,Poland,13.338,1995,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: OECD
POL,Poland,12.354,1996,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: OECD
POL,Poland,10.9644,1997,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
POL,Poland,9.9354,1998,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
POL,Poland,12.2898,1999,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
POL,Poland,16.3131,2000,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
POL,Poland,18.3734,2001,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
POL,Poland,19.8949,2002,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
POL,Poland,19.3696,2003,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
POL,Poland,19.0728,2004,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
POL,Poland,17.7459,2005,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
POL,Poland,13.8405,2006,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
POL,Poland,9.6017,2007,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
POL,Poland,7.1176,2008,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
POL,Poland,8.1668,2009,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
POL,Poland,9.6372,2010,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
POL,Poland,9.6317,2011,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
POL,Poland,10.0877,2012,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
POL,Poland,10.3259,2013,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
